Task arrival date_act1,Task arrival date_act2,Task arrival date_act3,Actvity ID_act1,Actvity ID_act2,Actvity ID_act3,Task Executer_act1,Task Executer_act2,Task Executer_act3,Task executer department_act1,Task executer department_act2,Task executer department_act3,Task Type_act1,Task Type_act2,Task Type_act3,Action_act1,Action_act2,Action_act3,idBPMApplicationAction_act1,idBPMApplicationAction_act2,idBPMApplicationAction_act3,Period between arrival and execution_act1,Period between arrival and execution_act2,Period between arrival and execution_act3,Period between arrival and capture_act1,Period between arrival and capture_act2,Period between arrival and capture_act3,Cumulative Length of Process_act1,Cumulative Length of Process_act2,Cumulative Length of Process_act3,Overdue Days_act1,Overdue Days_act2,Overdue Days_act3,Role ID_act1,Role ID_act2,Role ID_act3,Years in Org Position_act1,Years in Org Position_act2,Years in Org Position_act3,Age_act1,Age_act2,Age_act3,idBPMRequirement_act1,idBPMRequirement_act2,idBPMRequirement_act3,Target,NumberOfFemales,NumberOfManagers,NumberOfOutsourcers,NumberOfRejections,Value Count,idField_203,idField_3486,idField_3388,idField_3391,idField_3390,idField_3491,idField_3420,idField_3935,idField_47,idField_1602,idField_1604,Value_10,Value_50,Value_30,Value_70,Value_20,Value_100,Value_60,Value_2,Value_40,Value_1,Value_80,Value_90,Actvity ID_last_act4,Task arrival date_last_act4
2023-07-12 09:15:58.330,2023-07-12 09:16:01.470,2023-07-12 15:39:11.980,100,102,104,10863,8548,10863,10863,8548,10863,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,6,0,0,6,0,1,2,3,0,0,0,4,32,4,0,1,0,49,58,49,Non applicable,Non applicable,Non applicable,2,2,3,0,0,6,1,1,1,1,1,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,102,2023-07-12 16:05:57.760
2023-07-12 09:32:23.500,2023-07-12 09:32:24.123,2023-07-14 14:13:34.613,100,102,104,8754,4960,967,8754,4960,967,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,52,985,0,51,985,1,2,3,0,1,38,4,21,5,0,0,1,57,46,43,Non applicable,Non applicable,Non applicable,3,3,2,1,0,9,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,2,0,1,102,2023-08-24 15:43:34.273
2023-07-12 09:37:30.840,2023-07-12 09:37:32.030,2023-07-14 14:20:49.253,100,102,102,8754,4960,4322,8754,4960,4322,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,52,34,0,52,33,1,2,3,0,1,3,4,21,21,0,0,0,57,46,57,Non applicable,Non applicable,Non applicable,2,3,1,2,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,102,2023-07-16 00:47:55.947
2023-07-12 10:47:08.180,2023-07-12 10:47:10.010,2023-07-14 15:27:59.140,100,102,102,40,8548,9041,40,8548,9041,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,52,0,0,52,0,1,2,3,0,1,1,4,32,59,3,1,1,51,58,55,Non applicable,Non applicable,Non applicable,2,1,3,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,102,2023-07-14 16:22:14.570
2023-07-12 16:06:27.667,2023-07-12 16:06:28.433,2023-07-14 09:08:31.853,100,102,104,10235,4322,10235,10235,4322,10235,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,41,512,0,40,2,1,2,3,0,0,21,12,21,12,0,0,0,52,57,52,Non applicable,Non applicable,Non applicable,1,1,2,1,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,102,2023-08-04 17:30:53.363
2023-07-12 17:51:44.707,2023-07-12 17:51:45.190,2023-07-16 00:26:50.920,100,102,104,11055,4322,11055,11055,4322,11055,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,78,59,0,78,18,1,2,3,0,2,0,6,21,6,1,0,1,48,57,48,Non applicable,Non applicable,Non applicable,2,3,2,1,0,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,102,2023-07-18 11:47:22.450
2023-07-13 09:23:27.463,2023-07-13 09:23:28.323,2023-07-14 15:03:31.657,100,102,101,11056,9041,11056,11056,9041,11056,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,29,1,0,29,1,1,2,3,0,0,0,5,59,5,3,1,3,50,55,50,Non applicable,183,Non applicable,2,0,3,0,1,6,1,1,1,1,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,102,2023-07-14 16:37:49.070
2023-07-13 11:41:27.047,2023-07-13 11:41:30.200,2023-07-14 09:58:12.270,100,102,102,7096,8548,8548,7096,8548,8548,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,22,0,0,5,0,1,2,3,0,0,0,5,32,32,0,1,1,64,58,58,Non applicable,Non applicable,Non applicable,2,0,3,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,102,2023-07-14 10:35:34.050
2023-07-13 16:04:48.240,2023-07-13 16:04:51.613,2023-07-14 14:07:20.927,100,102,104,1630,9041,1630,1630,9041,1630,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,22,0,0,21,0,1,2,3,0,0,0,1,59,1,0,1,0,28,55,28,Non applicable,Non applicable,Non applicable,1,2,3,0,0,9,1,1,1,1,1,0,0,1,1,1,1,2,1,0,0,0,0,2,0,1,0,0,0,102,2023-07-14 14:17:18.503
2023-07-13 17:11:52.670,2023-07-13 17:11:53.157,2023-07-18 16:21:32.063,100,105,106,10899,10272,4322,10899,10272,4322,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,273,0,119,141,0,119,141,1,2,3,0,4,5,5,32,21,2,2,0,50,52,57,Non applicable,Non applicable,Non applicable,1,2,2,1,0,7,1,1,1,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,2,0,0,0,2,105,2023-07-24 13:31:13.203
2023-07-13 17:49:49.150,2023-07-13 17:49:51.870,2023-07-14 13:55:17.960,100,102,102,11012,9041,9041,11012,9041,9041,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,20,0,0,20,0,1,2,3,0,0,0,5,59,59,0,1,1,53,55,55,Non applicable,Non applicable,Non applicable,3,1,3,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,102,2023-07-14 13:57:05.180
2023-07-13 17:53:40.120,2023-07-13 17:53:41.743,2023-07-14 17:27:19.347,100,102,104,659,8548,659,659,8548,659,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,23,1,0,23,0,1,2,3,0,0,0,5,32,5,2,1,2,46,58,46,Non applicable,Non applicable,Non applicable,1,2,3,0,0,10,1,1,1,1,1,1,0,1,1,1,1,2,0,2,1,0,0,0,2,1,0,0,1,102,2023-07-14 18:39:25.857
2023-07-14 08:48:26.823,2023-07-14 08:48:28.573,2023-07-23 12:29:12.193,100,102,104,358,10606,358,358,10606,358,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,219,28,0,219,28,1,2,3,0,8,0,5,11,5,10,1,10,48,49,48,Non applicable,Non applicable,Non applicable,3,1,3,0,0,6,1,1,1,1,1,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,102,2023-07-24 17:21:52.933
2023-07-14 10:08:43.270,2023-07-14 10:08:47.503,2023-07-16 09:19:54.407,100,102,101,9840,4322,9840,9840,4322,9840,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,47,30,0,47,23,1,2,3,0,1,0,5,21,5,3,0,3,51,57,51,Non applicable,300,Non applicable,0,3,2,1,1,5,1,1,1,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,102,2023-07-17 15:31:33.310
2023-07-14 11:23:39.170,2023-07-14 11:23:39.763,2023-07-17 02:30:01.960,100,102,104,972,4322,972,972,4322,972,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,63,6,0,63,6,1,2,3,0,0,0,5,21,5,1,0,1,41,57,41,Non applicable,Non applicable,Non applicable,2,3,2,1,0,6,1,1,1,1,1,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,102,2023-07-17 08:42:29.757
2023-07-14 14:09:25.020,2023-07-14 14:09:26.117,2023-07-17 08:30:41.150,100,102,101,Robot,4322,Robot,Non identifiable,4322,Non identifiable,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,66,32,0,66,32,1,2,3,0,0,0,0,21,0,0,0,0,0,57,0,Non applicable,300,Non applicable,3,1,0,3,1,6,1,1,1,1,1,0,0,1,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,102,2023-07-18 17:07:44.623
2023-07-14 16:32:18.337,2023-07-14 16:32:21.570,2023-07-17 10:53:44.680,100,102,101,10071,4731,10071,10071,4731,10071,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,66,1,0,65,0,1,2,3,0,0,0,4,21,4,2,1,2,49,52,49,Non applicable,300,Non applicable,3,1,2,1,1,6,1,1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,102,2023-07-17 12:07:45.817
2023-07-17 08:51:16.897,2023-07-17 08:51:17.880,2023-07-17 09:22:08.050,100,102,101,725,4960,725,725,4960,725,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,1,0,0,0,1,2,3,0,0,0,5,21,5,2,0,2,46,46,46,Non applicable,183,Non applicable,2,3,2,1,1,6,1,1,1,1,1,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,102,2023-07-17 10:45:59.463
2023-07-17 09:03:58.833,2023-07-17 09:04:09.583,2023-07-17 09:49:49.797,100,102,101,11125,4731,11125,11125,4731,11125,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,0,0,0,0,1,2,3,0,0,0,5,21,5,1,1,1,51,52,51,Non applicable,300,Non applicable,2,1,2,1,1,6,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,102,2023-07-17 10:30:32.543
2023-07-17 11:38:44.007,2023-07-17 11:38:55.740,2023-07-17 11:57:06.380,100,102,101,10475,4731,10475,10475,4731,10475,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,21,0,0,1,1,2,3,0,0,0,5,21,5,2,1,2,51,52,51,Non applicable,300,Non applicable,2,1,2,1,1,6,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,102,2023-07-18 09:49:44.990
2023-07-17 12:00:10.893,2023-07-17 12:00:12.580,2023-07-17 12:53:59.013,100,102,103,20,4960,7854,20,4960,7854,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,278,0,0,1,0,0,0,1,2,3,0,0,0,4,21,9,2,0,2,44,46,55,Non applicable,Non applicable,Non applicable,0,3,2,1,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,102,2023-07-17 13:56:06.350
2023-07-17 12:01:44.613,2023-07-17 12:01:48.800,2023-07-17 12:55:09.217,100,102,103,20,4960,7854,20,4960,7854,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,278,0,0,0,0,0,0,1,2,3,0,0,0,4,21,9,2,0,2,44,46,55,Non applicable,Non applicable,Non applicable,1,3,2,1,0,7,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,2,1,0,1,0,0,0,102,2023-07-17 13:52:15.147
2023-07-17 12:02:55.630,2023-07-17 12:03:01.330,2023-07-17 13:13:10.030,100,102,101,2264,4960,2264,2264,4960,2264,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,1,20,0,1,20,1,2,3,0,0,0,4,21,4,1,0,1,31,46,31,Non applicable,183,Non applicable,3,3,2,1,1,6,1,1,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,102,2023-07-18 09:52:39.820
2023-07-17 12:10:38.207,2023-07-17 12:10:40.050,2023-07-17 12:43:26.623,100,102,101,7351,4731,7351,7351,4731,7351,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,0,0,0,0,1,2,3,0,0,0,4,21,4,2,1,2,60,52,60,Non applicable,300,Non applicable,2,1,2,1,1,6,1,1,1,1,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,102,2023-07-17 12:58:27.590
2023-07-17 12:12:58.127,2023-07-17 12:13:00.080,2023-07-17 13:43:16.117,100,102,101,1257,4960,1257,1257,4960,1257,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,1,0,0,1,0,1,2,3,0,0,0,3,21,3,2,0,2,38,46,38,Non applicable,183,Non applicable,2,1,2,1,1,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,102,2023-07-17 14:32:58.097
2023-07-17 12:23:41.300,2023-07-17 12:23:47.173,2023-07-17 14:16:57.863,100,102,102,10024,4960,4322,10024,4960,4322,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,1,23,0,1,19,1,2,3,0,0,0,5,21,21,4,0,0,55,46,57,Non applicable,Non applicable,Non applicable,2,3,1,2,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,102,2023-07-18 13:20:08.050
2023-07-17 13:00:27.590,2023-07-17 13:00:29.170,2023-07-17 14:12:15.723,100,102,101,11253,4731,11253,11253,4731,11253,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,1,0,0,1,0,1,2,3,0,0,0,3,21,3,3,1,3,46,52,46,Non applicable,300,Non applicable,2,3,2,1,1,7,1,1,1,1,1,1,0,1,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,102,2023-07-17 14:26:22.020
2023-07-17 14:02:08.397,2023-07-17 14:02:11.787,2023-07-17 16:02:21.840,100,102,101,10475,4960,10475,10475,4960,10475,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,2,1,0,1,1,1,2,3,0,0,0,5,21,5,2,0,2,51,46,51,Non applicable,183,Non applicable,2,1,2,1,1,6,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,102,2023-07-17 17:06:34.317
2023-07-17 14:11:50.990,2023-07-17 14:11:56.380,2023-07-17 14:29:40.580,100,102,102,580,4731,4731,580,4731,4731,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,5,21,21,0,1,1,46,52,52,Non applicable,Non applicable,Non applicable,2,3,1,2,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,102,2023-07-17 14:31:02.533
2023-07-17 15:29:00.030,2023-07-17 15:29:05.997,2023-07-18 10:36:06.877,100,102,103,447,4960,10606,447,4960,10606,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,278,0,19,1,0,18,1,1,2,3,0,0,0,5,21,11,0,0,1,47,46,49,Non applicable,Non applicable,Non applicable,1,2,2,1,0,9,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,2,0,2,0,0,0,1,102,2023-07-18 11:42:35.260
2023-07-17 15:37:08.137,2023-07-17 15:37:11.137,2023-07-17 15:57:38.463,100,102,101,10123,4960,10123,10123,4960,10123,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,0,0,0,0,1,2,3,0,0,0,5,21,5,3,0,3,53,46,53,Non applicable,183,Non applicable,3,3,2,1,1,6,1,1,1,1,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,102,2023-07-17 16:17:47.260
2023-07-17 17:02:26.690,2023-07-17 17:02:27.770,2023-07-18 10:39:55.830,100,102,102,10891,8548,8548,10891,8548,8548,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,17,0,0,17,0,1,2,3,0,0,0,4,32,32,2,1,1,49,58,58,Non applicable,Non applicable,Non applicable,3,1,3,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,102,2023-07-18 11:06:16.530
2023-07-17 17:38:33.673,2023-07-17 17:38:36.877,2023-07-18 10:38:01.313,100,102,103,2233,4731,10606,2233,4731,10606,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,278,0,16,1,0,16,0,1,2,3,0,0,0,4,21,11,1,1,1,26,52,49,Non applicable,Non applicable,Non applicable,2,3,2,1,0,6,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,102,2023-07-18 11:46:31.607
2023-07-17 17:50:35.890,2023-07-17 17:50:39.767,2023-07-18 08:04:32.063,100,102,102,9093,4322,4322,9093,4322,4322,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,14,70,0,13,26,1,2,3,0,0,2,4,21,21,0,0,0,55,57,57,Non applicable,Non applicable,Non applicable,2,2,1,2,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,102,2023-07-21 06:40:18.347
2023-07-18 08:51:10.247,2023-07-18 08:51:14.730,2023-07-18 15:32:58.943,100,102,101,10001,4960,10001,10001,4960,10001,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,6,23,0,6,1,1,2,3,0,0,0,5,21,5,1,0,1,54,46,54,Non applicable,183,Non applicable,3,3,2,1,1,6,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,102,2023-07-19 15:16:27.727
2023-07-18 09:10:38.260,2023-07-18 09:10:41.400,2023-07-18 16:20:20.563,100,102,101,687,4960,687,687,4960,687,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,7,0,0,7,0,1,2,3,0,0,0,4,21,4,1,0,1,42,46,42,Non applicable,183,Non applicable,3,3,2,1,1,6,1,1,1,1,1,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,102,2023-07-18 17:08:23.920
2023-07-18 09:22:09.337,2023-07-18 09:22:14.167,2023-07-18 12:40:54.553,100,102,103,9411,8548,10925,9411,8548,10925,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,278,0,3,0,0,3,0,1,2,3,0,0,0,4,32,8,2,1,2,52,58,53,Non applicable,Non applicable,Non applicable,3,1,3,0,0,7,1,1,1,1,1,1,0,1,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,102,2023-07-18 13:17:47.220
2023-07-18 09:40:22.883,2023-07-18 09:40:26.617,2023-07-18 12:58:07.317,100,102,103,9411,8548,10925,9411,8548,10925,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,278,0,3,0,0,3,0,1,2,3,0,0,0,4,32,8,2,1,2,52,58,53,Non applicable,Non applicable,Non applicable,0,1,3,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,102,2023-07-18 13:08:40.440
2023-07-18 10:16:45.223,2023-07-18 10:16:47.583,2023-07-18 14:32:25.637,100,102,104,10589,8548,10589,10589,8548,10589,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,4,0,0,4,0,1,2,3,0,0,0,5,32,5,0,1,0,48,58,48,Non applicable,Non applicable,Non applicable,3,2,3,0,0,7,1,1,1,1,1,1,0,1,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,102,2023-07-18 15:31:01.460
2023-07-18 10:24:55.317,2023-07-18 10:25:01.177,2023-07-18 14:37:54.700,100,102,104,10589,8548,10589,10589,8548,10589,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,4,0,0,4,0,1,2,3,0,0,0,5,32,5,0,1,0,48,58,48,Non applicable,Non applicable,Non applicable,3,2,3,0,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,102,2023-07-18 15:33:40.507
2023-07-18 10:28:57.550,2023-07-18 10:29:07.927,2023-07-18 18:37:41.600,100,102,104,9973,4960,9973,9973,4960,9973,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,8,14,0,8,14,1,2,3,0,0,0,5,21,5,4,0,4,51,46,51,Non applicable,Non applicable,Non applicable,2,1,2,1,0,7,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,102,2023-07-19 08:47:44.123
2023-07-18 11:28:30.247,2023-07-18 11:28:32.873,2023-07-19 09:51:44.943,100,102,103,11192,4960,7854,11192,4960,7854,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,278,0,22,0,0,22,0,1,2,3,0,0,0,5,21,9,5,0,2,51,46,55,Non applicable,Non applicable,Non applicable,2,2,2,1,0,6,1,1,1,1,1,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,102,2023-07-19 09:55:56.880
2023-07-18 14:45:32.103,2023-07-18 14:45:32.887,2023-07-19 11:15:56.077,100,102,104,1830,4960,1830,1830,4960,1830,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,20,0,0,20,0,1,2,3,0,0,0,6,21,6,1,0,1,30,46,30,Non applicable,Non applicable,Non applicable,2,3,2,1,0,7,1,1,1,1,1,1,0,1,0,0,0,2,0,1,1,0,1,0,0,1,0,0,0,102,2023-07-19 11:32:51.827
2023-07-18 15:02:28.477,2023-07-18 15:02:29.353,2023-07-20 09:17:39.110,100,102,104,10348,8548,10348,10348,8548,10348,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,42,7,0,19,7,1,2,3,0,0,0,3,32,3,1,1,1,51,58,51,Non applicable,Non applicable,Non applicable,1,0,3,0,0,7,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,102,2023-07-20 17:12:30.307
2023-07-18 15:04:45.930,2023-07-18 15:04:49.710,2023-07-19 11:26:10.827,100,102,101,10722,4960,10722,10722,4960,10722,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,20,6,0,20,6,1,2,3,0,0,0,5,21,5,1,0,1,51,46,51,Non applicable,183,Non applicable,2,3,2,1,1,6,1,1,1,1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,102,2023-07-19 18:12:24.583
2023-07-18 16:32:29.593,2023-07-18 16:32:31.030,2023-07-18 17:14:07.653,100,102,102,9093,4731,4731,9093,4731,4731,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,18,0,0,18,1,2,3,0,0,0,4,21,21,0,1,1,55,52,52,Non applicable,Non applicable,Non applicable,2,2,1,2,0,7,1,1,1,1,1,1,0,1,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,102,2023-07-19 11:32:49.280
2023-07-18 17:24:23.357,2023-07-18 17:24:24.637,2023-07-19 11:10:03.327,100,102,102,7096,4731,4960,7096,4731,4960,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,17,0,0,17,0,1,2,3,0,0,0,5,21,21,0,1,0,64,52,46,Non applicable,Non applicable,Non applicable,2,2,1,2,0,7,1,1,1,1,1,1,0,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,102,2023-07-19 12:09:53.993
2023-07-18 17:38:31.293,2023-07-18 17:38:34.810,2023-07-19 11:11:00.420,100,102,104,Robot,8548,Robot,Non identifiable,8548,Non identifiable,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,17,3,0,17,3,1,2,3,0,0,0,0,32,0,0,1,0,0,58,0,Non applicable,Non applicable,Non applicable,2,0,1,2,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,102,2023-07-19 15:05:43.773
2023-07-18 18:57:15.300,2023-07-18 18:57:16.457,2023-07-19 09:10:09.183,100,102,102,7268,4731,4960,7268,4731,4960,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,14,3,0,14,3,1,2,3,0,0,0,12,21,21,0,1,0,58,52,46,Non applicable,Non applicable,Non applicable,3,2,1,2,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,102,2023-07-19 12:57:48.677
2023-07-18 19:06:30.770,2023-07-18 19:06:32.190,2023-07-19 11:28:26.310,100,102,102,47,4731,4960,47,4731,4960,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,16,1,0,16,1,1,2,3,0,0,0,5,21,21,2,1,0,50,52,46,Non applicable,Non applicable,Non applicable,2,3,1,2,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,102,2023-07-19 12:59:11.130
2023-07-19 08:29:31.047,2023-07-19 08:29:34.263,2023-07-19 13:15:37.910,100,102,101,9296,4731,9296,9296,4731,9296,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,4,0,0,3,0,1,2,3,0,0,0,5,21,5,3,1,3,50,52,50,Non applicable,300,Non applicable,2,3,2,1,1,6,1,1,1,1,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,102,2023-07-19 13:30:51.410
2023-07-19 13:20:36.067,2023-07-19 13:20:38.923,2023-07-19 15:52:14.457,100,102,102,1736,4731,4960,1736,4731,4960,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,2,17,0,2,17,1,2,3,0,0,0,5,21,21,1,1,0,27,52,46,Non applicable,Non applicable,Non applicable,2,3,1,2,0,6,1,1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,102,2023-07-20 09:47:16.840
2023-07-19 13:51:38.563,2023-07-19 13:51:39.780,2023-07-19 14:41:33.933,100,102,104,9428,4731,9428,9428,4731,9428,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,0,0,0,0,0,1,2,3,0,0,0,6,21,6,2,1,2,57,52,57,Non applicable,Non applicable,Non applicable,2,1,2,1,0,7,1,1,1,1,1,1,0,1,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,102,2023-07-19 15:25:43.507
2023-07-19 15:00:55.917,2023-07-19 15:01:01.320,2023-07-19 17:24:44.060,100,102,103,670,4731,8804,670,4731,8804,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,278,0,2,4,0,2,0,1,2,3,0,0,0,5,21,8,1,1,8,53,52,60,Non applicable,Non applicable,Non applicable,0,2,2,1,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,102,2023-07-19 22:23:25.943
