Task arrival date_act1,Task arrival date_act2,Task arrival date_act3,Actvity ID_act1,Actvity ID_act2,Actvity ID_act3,Task Executer_act1,Task Executer_act2,Task Executer_act3,Task executer department_act1,Task executer department_act2,Task executer department_act3,Task Type_act1,Task Type_act2,Task Type_act3,Action_act1,Action_act2,Action_act3,idBPMApplicationAction_act1,idBPMApplicationAction_act2,idBPMApplicationAction_act3,Period between arrival and execution_act1,Period between arrival and execution_act2,Period between arrival and execution_act3,Period between arrival and capture_act1,Period between arrival and capture_act2,Period between arrival and capture_act3,Cumulative Length of Process_act1,Cumulative Length of Process_act2,Cumulative Length of Process_act3,Overdue Days_act1,Overdue Days_act2,Overdue Days_act3,Role ID_act1,Role ID_act2,Role ID_act3,Years in Org Position_act1,Years in Org Position_act2,Years in Org Position_act3,Age_act1,Age_act2,Age_act3,idBPMRequirement_act1,idBPMRequirement_act2,idBPMRequirement_act3,Target,NumberOfFemales,NumberOfManagers,NumberOfOutsourcers,NumberOfRejections,Value Count,idField_203,idField_3486,idField_3388,idField_3391,idField_3390,idField_3491,idField_3420,idField_3935,idField_47,idField_1602,idField_1604,Value_10,Value_50,Value_30,Value_70,Value_20,Value_100,Value_60,Value_2,Value_40,Value_1,Value_80,Value_90,Actvity ID_last_act4,Task arrival date_last_act4
2022-06-15 11:52:35.483,2022-06-15 11:52:36.080,2022-06-15 12:52:32.940,100,105,106,10392,9083,4322,10392,9083,4322,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,273,0,0,136,0,0,136,1,2,3,0,0,5,5,59,21,7,5,0,50,52,57,Non applicable,Non applicable,Non applicable,0,2,2,1,0,5,1,1,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,105,2022-06-21 05:05:51.153
2022-06-15 14:16:55.763,2022-06-15 14:16:56.890,2022-06-20 16:47:12.633,100,102,103,52,4960,10606,52,4960,10606,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,278,0,122,0,0,122,0,1,2,3,0,3,0,1,21,11,2,0,1,46,46,49,Non applicable,Non applicable,Non applicable,3,3,2,1,0,7,1,1,1,1,1,1,1,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,102,2022-06-20 17:04:15.507
2022-06-17 09:06:45.503,2022-06-17 09:06:46.253,2022-06-21 14:37:44.120,100,102,101,1001,4960,1001,1001,4960,1001,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,101,0,0,101,0,1,2,3,0,3,0,5,21,5,4,0,4,44,46,44,Non applicable,183,Non applicable,2,3,2,1,1,7,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,102,2022-06-21 14:54:26.103
2022-06-17 11:38:45.040,2022-06-17 11:38:46.100,2022-06-21 16:32:46.480,100,102,101,10929,4731,10929,10929,4731,10929,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,100,0,0,100,0,1,2,3,0,1,0,5,21,5,1,1,1,50,52,50,Non applicable,300,Non applicable,2,1,2,1,1,7,1,1,1,1,1,1,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,102,2022-06-21 17:27:27.100
2022-06-17 16:24:29.463,2022-06-17 16:24:35.857,2022-06-22 10:19:02.640,100,102,101,109,4960,109,109,4960,109,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,113,1,0,113,0,1,2,3,0,1,0,4,21,4,3,0,3,44,46,44,Non applicable,183,Non applicable,2,1,2,1,1,7,1,1,1,1,1,1,1,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,102,2022-06-22 11:19:12.287
2022-06-17 17:37:14.560,2022-06-17 17:37:15.340,2022-07-21 19:02:10.877,100,102,101,7616,Robot,7616,7616,Non identifiable,7616,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,817,23,0,240,13,1,2,3,0,31,0,4,0,4,1,0,1,57,0,57,Non applicable,183,Non applicable,2,0,2,1,1,6,1,1,1,1,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,102,2022-07-22 18:37:58.210
2022-06-17 18:02:50.167,2022-06-17 18:02:52.167,2022-06-22 12:55:40.180,100,102,101,10993,4960,10993,10993,4960,10993,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,114,1,0,114,1,1,2,3,0,1,0,5,21,5,2,0,2,54,46,54,Non applicable,183,Non applicable,1,1,2,1,1,9,1,1,1,1,0,1,1,0,1,1,1,2,1,1,0,0,1,0,2,0,0,0,0,102,2022-06-22 14:11:20.917
2022-06-17 18:07:00.327,2022-06-17 18:07:02.653,2022-06-22 13:02:59.230,100,102,101,10993,4960,10993,10993,4960,10993,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,114,1,0,114,1,1,2,3,0,1,0,5,21,5,2,0,2,54,46,54,Non applicable,183,Non applicable,1,1,2,1,1,9,1,1,1,1,0,1,1,0,1,1,1,2,1,1,0,0,1,0,2,0,0,0,0,102,2022-06-22 14:15:45.780
2022-06-17 18:11:17.673,2022-06-17 18:11:18.707,2022-06-22 13:08:15.820,100,102,101,10993,4960,10993,10993,4960,10993,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,114,2,0,114,2,1,2,3,0,1,0,5,21,5,2,0,2,54,46,54,Non applicable,183,Non applicable,2,1,2,1,1,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,102,2022-06-22 15:52:11.300
2022-06-17 18:29:01.197,2022-06-17 18:29:01.900,2022-06-21 15:50:05.057,100,102,101,7273,Robot,7273,7273,Non identifiable,7273,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,93,0,0,93,0,1,2,3,0,1,0,5,0,5,2,0,2,60,0,60,Non applicable,183,Non applicable,2,0,2,1,1,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,102,2022-06-21 16:23:19.670
2022-06-20 09:10:06.603,2022-06-20 09:10:07.917,2022-06-23 08:42:54.137,100,102,101,9911,4960,9911,9911,4960,9911,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,71,0,0,71,0,1,2,3,0,2,0,5,21,5,2,0,2,46,46,46,Non applicable,183,Non applicable,2,3,2,1,1,7,1,1,1,1,1,1,1,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,102,2022-06-23 08:49:50.140
2022-06-20 09:32:57.493,2022-06-20 09:32:59.303,2022-06-23 09:11:10.493,100,102,101,10929,4960,10929,10929,4960,10929,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,71,0,0,71,0,1,2,3,0,2,0,5,21,5,1,0,1,50,46,50,Non applicable,183,Non applicable,1,1,2,1,1,10,1,1,1,1,1,1,1,0,1,1,1,4,0,1,0,0,0,1,0,1,0,0,0,102,2022-06-23 09:14:08.430
2022-06-20 12:09:04.483,2022-06-20 12:09:06.280,2022-06-23 11:22:43.430,100,102,101,10237,4960,10237,10237,4960,10237,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,71,27,0,71,0,1,2,3,0,2,0,6,21,6,1,0,1,54,46,54,Non applicable,183,Non applicable,3,3,2,1,1,7,1,1,1,1,1,1,1,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,102,2022-06-24 15:21:13.757
2022-06-20 14:30:45.580,2022-06-20 14:30:46.173,2022-06-21 10:53:55.060,100,102,101,9029,4731,9029,9029,4731,9029,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,20,0,0,20,0,1,2,3,0,0,0,6,21,6,0,1,0,53,52,53,Non applicable,300,Non applicable,2,1,2,1,1,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,102,2022-06-21 11:17:42.793
2022-06-20 15:22:00.353,2022-06-20 15:22:05.337,2022-06-21 13:12:44.263,100,102,101,8493,4731,8493,8493,4731,8493,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,21,0,0,21,0,1,2,3,0,0,0,5,21,5,0,1,0,61,52,61,Non applicable,300,Non applicable,3,3,2,1,1,7,1,1,1,1,1,1,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,102,2022-06-21 13:52:02.793
2022-06-21 08:29:48.237,2022-06-21 08:29:53.140,2022-06-23 05:38:25.127,100,102,101,685,4322,685,685,4322,685,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,45,2,0,44,2,1,2,3,0,1,0,5,21,5,1,0,1,47,57,47,Non applicable,183,Non applicable,2,3,2,1,1,7,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,102,2022-06-23 07:47:55.100
2022-06-21 10:07:57.373,2022-06-21 10:07:58.297,2022-06-23 16:51:13.150,100,102,101,8576,4960,8576,8576,4960,8576,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,54,1,0,54,0,1,2,3,0,1,0,4,21,4,12,0,12,55,46,55,Non applicable,183,Non applicable,3,1,2,1,1,7,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,102,2022-06-23 17:55:51.957
2022-06-21 12:36:37.153,2022-06-21 12:36:37.827,2022-06-22 11:09:41.350,100,105,101,19,10272,19,19,10272,19,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,22,0,0,2,0,1,2,3,0,0,0,12,32,12,1,2,1,50,52,50,Non applicable,300,Non applicable,3,3,3,0,1,5,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,105,2022-06-22 11:16:31.477
2022-06-21 13:22:27.950,2022-06-21 13:22:28.543,2022-06-22 17:13:10.827,100,102,101,11056,507,11056,11056,507,11056,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,27,0,0,27,0,1,2,3,0,0,0,5,11,5,3,7,3,50,44,50,Non applicable,300,Non applicable,2,0,3,0,1,7,1,1,1,1,1,1,1,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,102,2022-06-22 17:16:52.280
2022-06-21 16:51:13.740,2022-06-21 16:51:14.503,2022-06-24 15:27:57.460,100,102,101,9998,4960,9998,9998,4960,9998,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,70,68,0,70,68,1,2,3,0,2,0,5,21,5,0,0,0,50,46,50,Non applicable,183,Non applicable,2,3,2,1,1,7,1,1,1,1,1,1,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,102,2022-06-27 11:36:04.177
2022-06-21 16:53:26.500,2022-06-21 16:53:26.970,2022-06-24 15:33:16.797,100,102,101,10916,4960,10916,10916,4960,10916,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,70,1,0,70,1,1,2,3,0,2,0,5,21,5,1,0,1,49,46,49,Non applicable,183,Non applicable,2,3,2,1,1,6,1,1,1,1,0,1,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,102,2022-06-24 16:43:53.617
2022-06-23 14:27:44.937,2022-06-23 14:27:48.543,2022-06-28 13:05:12.577,100,102,101,1020,4960,1020,1020,4960,1020,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,118,3,0,118,0,1,2,3,0,4,0,5,21,5,8,0,8,40,46,40,Non applicable,183,Non applicable,2,3,2,1,1,6,1,1,1,1,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,102,2022-06-28 16:35:52.257
2022-06-23 15:21:03.487,2022-06-23 15:21:04.050,2022-06-28 10:07:38.460,100,102,101,8262,4322,8262,8262,4322,8262,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,114,0,0,113,0,1,2,3,0,3,0,5,21,5,11,0,11,59,57,59,Non applicable,183,Non applicable,2,1,2,1,1,6,1,1,1,1,0,1,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,102,2022-06-28 10:29:13.190
2022-06-24 09:43:07.240,2022-06-24 09:43:07.850,2022-06-29 11:26:43.283,100,102,101,9296,4960,9296,9296,4960,9296,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,121,21,0,121,21,1,2,3,0,4,0,5,21,5,3,0,3,50,46,50,Non applicable,183,Non applicable,3,3,2,1,1,7,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,102,2022-06-30 08:46:18.027
2022-06-24 11:22:55.340,2022-06-24 11:22:57.230,2022-06-29 13:38:11.267,100,102,103,690,4960,10606,690,4960,10606,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,278,0,122,1,0,122,1,1,2,3,0,2,0,5,21,11,3,0,1,44,46,49,Non applicable,Non applicable,Non applicable,2,3,2,1,0,7,1,1,1,1,1,1,1,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,102,2022-06-29 14:45:52.307
2022-06-24 17:40:57.483,2022-06-24 17:40:58.343,2022-06-30 10:53:42.397,100,102,101,9214,4960,9214,9214,4960,9214,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,137,0,0,137,0,1,2,3,0,2,0,5,21,5,2,0,2,55,46,55,Non applicable,183,Non applicable,3,1,2,1,1,7,1,1,1,1,1,1,1,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,102,2022-06-30 11:46:50.447
2022-06-27 08:38:47.007,2022-06-27 08:38:47.633,2022-06-29 17:23:21.147,100,102,101,11056,4731,11056,11056,4731,11056,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,56,0,0,56,0,1,2,3,0,2,0,5,21,5,3,1,3,50,52,50,Non applicable,331,Non applicable,1,1,2,1,1,10,1,1,1,1,1,1,1,0,1,1,1,4,1,1,0,1,0,0,0,0,2,0,0,102,2022-06-29 17:25:27.987
2022-06-27 09:21:26.070,2022-06-27 09:21:29.367,2022-06-30 15:44:02.650,100,102,101,8061,4960,8061,8061,4960,8061,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,78,0,0,78,0,1,2,3,0,2,0,5,21,5,4,0,4,58,46,58,Non applicable,183,Non applicable,2,1,2,1,1,7,1,1,1,1,1,1,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,102,2022-06-30 16:17:47.187
2022-06-27 09:30:27.893,2022-06-27 09:30:31.690,2022-06-30 16:04:41.797,100,102,101,10315,4960,10315,10315,4960,10315,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,78,16,0,78,0,1,2,3,0,2,0,5,21,5,1,0,1,48,46,48,Non applicable,183,Non applicable,2,3,2,1,1,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,102,2022-07-01 09:02:20.580
2022-06-27 10:31:59.590,2022-06-27 10:32:00.233,2022-06-30 16:59:16.227,100,102,101,1022,Robot,1022,1022,Non identifiable,1022,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,78,0,0,77,0,1,2,3,0,2,0,5,0,5,5,0,5,42,0,42,Non applicable,183,Non applicable,2,0,2,1,1,7,1,1,1,1,1,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,102,2022-06-30 17:11:35.707
2022-06-27 17:09:43.773,2022-06-27 17:09:44.417,2022-07-02 18:12:07.303,100,102,101,297,4731,297,297,4731,297,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,121,38,0,120,38,1,2,3,0,4,0,6,21,6,9,1,9,44,52,44,Non applicable,300,Non applicable,2,3,2,1,1,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,102,2022-07-04 08:46:21.863
2022-06-29 11:16:26.687,2022-06-29 11:16:27.280,2022-06-30 16:57:03.543,100,105,106,1020,9083,4322,1020,9083,4322,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,273,0,29,253,0,1,253,1,2,3,0,0,9,5,59,21,8,5,0,40,52,57,Non applicable,Non applicable,Non applicable,3,2,2,1,0,5,1,1,1,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,105,2022-07-11 06:27:28.730
2022-06-29 15:00:37.987,2022-06-29 15:00:38.847,2022-07-01 10:01:03.170,100,102,101,1006,4960,1006,1006,4960,1006,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,43,1,0,42,0,1,2,3,0,0,0,29,21,29,1,0,1,44,46,44,Non applicable,183,Non applicable,2,1,2,1,1,7,1,1,1,1,1,1,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,102,2022-07-01 11:02:09.883
2022-06-30 14:17:26.207,2022-06-30 14:17:28.333,2022-07-03 14:30:05.787,100,102,103,1022,4731,10606,1022,4731,10606,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,278,0,72,0,0,72,0,1,2,3,0,2,0,5,21,11,5,1,1,42,52,49,Non applicable,Non applicable,Non applicable,3,2,2,1,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,102,2022-07-03 14:46:50.900
2022-06-30 14:21:52.527,2022-06-30 14:21:53.463,2022-07-03 15:55:49.977,100,102,101,8213,4731,8213,8213,4731,8213,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,73,26,0,73,26,1,2,3,0,2,0,5,21,5,7,1,7,59,52,59,Non applicable,300,Non applicable,3,1,2,1,1,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,102,2022-07-04 18:30:02.500
2022-07-01 16:11:04.633,2022-07-01 16:11:06.460,2022-07-01 16:58:24.367,100,105,101,7579,9083,7579,7579,9083,7579,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,0,0,0,0,1,2,3,0,0,0,5,59,5,0,5,0,57,52,57,Non applicable,101,Non applicable,1,0,3,0,1,5,1,1,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,105,2022-07-01 17:04:48.053
2022-07-04 09:36:12.930,2022-07-04 09:36:13.900,2022-07-05 13:27:37.413,100,102,101,935,4960,935,935,4960,935,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,27,0,0,27,0,1,2,3,0,0,0,5,21,5,2,0,2,45,46,45,Non applicable,183,Non applicable,1,1,2,1,1,10,1,1,1,1,1,1,1,0,1,1,1,4,1,1,1,0,0,0,0,0,2,0,0,102,2022-07-05 14:05:46.050
2022-07-04 10:10:04.543,2022-07-04 10:10:07.403,2022-07-06 07:56:30.690,100,102,101,631,4322,631,631,4322,631,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,45,0,0,45,0,1,2,3,0,1,0,5,21,5,3,0,3,44,57,44,Non applicable,183,Non applicable,2,1,2,1,1,6,1,1,1,1,0,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,102,2022-07-06 08:40:06.553
2022-07-04 10:17:30.033,2022-07-04 10:17:32.360,2022-07-04 13:41:22.970,100,105,106,171,9083,4322,171,9083,4322,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,273,0,3,1168,0,3,1167,1,2,3,0,0,48,5,59,21,5,5,0,49,52,57,Non applicable,Non applicable,Non applicable,3,1,2,1,0,5,1,1,1,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,105,2022-08-22 05:44:44.013
2022-07-04 10:25:38.760,2022-07-04 10:25:41.197,2022-07-05 16:03:19.267,100,102,101,1050,4960,1050,1050,4960,1050,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,29,0,0,29,0,1,2,3,0,0,0,1,21,1,0,0,0,43,46,43,Non applicable,183,Non applicable,1,1,2,1,1,9,1,1,1,1,0,1,1,0,1,1,1,2,1,0,0,0,1,0,1,1,1,1,0,102,2022-07-05 16:20:18.830
2022-07-04 10:42:41.937,2022-07-04 10:42:48.360,2022-07-15 15:29:06.037,100,102,101,Robot,4960,Robot,Non identifiable,4960,Non identifiable,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,268,71,0,29,67,1,2,3,0,10,0,0,21,0,0,0,0,0,46,0,Non applicable,183,Non applicable,2,1,0,3,1,7,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,102,2022-07-18 15:18:22.413
2022-07-04 16:11:44.677,2022-07-04 16:11:45.177,2022-07-06 11:27:10.370,100,102,101,935,4960,935,935,4960,935,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,43,2,0,43,1,1,2,3,0,0,0,5,21,5,2,0,2,45,46,45,Non applicable,183,Non applicable,1,1,2,1,1,10,1,1,1,1,1,1,1,0,1,1,1,4,1,1,1,0,0,0,0,0,0,0,0,102,2022-07-06 13:28:01.337
2022-07-04 17:04:18.750,2022-07-04 17:04:20.500,2022-07-06 13:18:31.497,100,102,101,350,4960,350,350,4960,350,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,44,0,0,44,0,1,2,3,0,0,0,5,21,5,1,0,1,45,46,45,Non applicable,183,Non applicable,2,3,2,1,1,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,102,2022-07-06 13:56:31.693
2022-07-05 13:14:57.353,2022-07-05 13:14:58.727,2022-07-05 13:35:32.920,100,105,101,9391,9083,9391,9391,9083,9391,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,0,0,0,0,1,2,3,0,0,0,1,59,1,1,5,1,53,52,53,Non applicable,300,Non applicable,3,0,3,0,1,5,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,105,2022-07-05 13:57:13.833
2022-07-05 16:50:58.647,2022-07-05 16:51:01.647,2022-07-08 12:05:10.137,100,102,103,970,4960,10606,970,4960,10606,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,278,0,67,2,0,67,2,1,2,3,0,1,0,5,21,11,0,0,1,42,46,49,Non applicable,Non applicable,Non applicable,3,3,2,1,0,7,1,1,1,1,1,1,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,102,2022-07-08 14:53:19.453
2022-07-05 17:43:03.740,2022-07-05 17:43:04.520,2022-07-06 15:40:22.680,100,105,106,8544,9083,4322,8544,9083,4322,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,273,0,21,48,0,21,48,1,2,3,0,0,1,6,59,21,1,5,0,57,52,57,Non applicable,Non applicable,Non applicable,1,1,2,1,0,8,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,2,0,1,105,2022-07-08 16:09:19.533
2022-07-06 09:21:26.833,2022-07-06 09:21:29.630,2022-07-08 11:41:52.197,100,102,103,622,9041,10606,622,9041,10606,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,273,278,0,50,3,0,50,3,1,2,3,0,1,0,1,59,11,1,1,1,41,55,49,Non applicable,Non applicable,Non applicable,2,2,3,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,102,2022-07-08 14:45:20.603
2022-07-06 09:35:15.400,2022-07-06 09:35:15.977,2022-07-07 09:00:07.713,100,102,101,631,4731,631,631,4731,631,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,23,0,0,23,0,1,2,3,0,0,0,5,21,5,3,1,3,44,52,44,Non applicable,300,Non applicable,2,1,2,1,1,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,102,2022-07-07 09:29:32.313
2022-07-06 10:58:00.637,2022-07-06 10:58:01.323,2022-07-11 08:57:23.607,100,102,101,8239,4960,8239,8239,4960,8239,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,117,1,0,117,1,1,2,3,0,3,0,6,21,6,4,0,4,58,46,58,Non applicable,183,Non applicable,2,1,2,1,1,7,1,1,1,1,1,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,102,2022-07-11 10:14:55.993
2022-07-06 11:00:26.820,2022-07-06 11:00:30.523,2022-07-11 09:28:57.163,100,102,101,8239,4960,8239,8239,4960,8239,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,118,3,0,118,3,1,2,3,0,4,0,6,21,6,4,0,4,58,46,58,Non applicable,183,Non applicable,2,1,2,1,1,7,1,1,1,1,1,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,102,2022-07-11 12:31:10.190
2022-07-06 12:04:27.530,2022-07-06 12:04:28.780,2022-07-11 09:58:16.163,100,102,101,8239,4731,8239,8239,4731,8239,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,117,2,0,117,2,1,2,3,0,3,0,6,21,6,4,1,4,58,52,58,Non applicable,300,Non applicable,2,1,2,1,1,7,1,1,1,1,1,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,102,2022-07-11 12:31:48.830
2022-07-06 16:48:57.023,2022-07-06 16:48:58.087,2022-07-10 10:21:15.197,100,102,101,622,4731,622,622,4731,622,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,89,26,0,89,24,1,2,3,0,2,0,1,21,1,1,1,1,41,52,41,Non applicable,300,Non applicable,1,3,2,1,1,9,1,1,1,1,0,1,1,0,1,1,1,2,1,1,0,1,0,0,0,0,2,0,1,102,2022-07-11 12:48:29.943
2022-07-06 18:34:11.323,2022-07-06 18:34:11.870,2022-07-14 18:02:41.140,100,102,101,7909,507,7909,7909,507,7909,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,191,14,0,191,14,1,2,3,0,7,0,3,11,3,0,7,0,60,44,60,Non applicable,183,Non applicable,3,0,3,0,1,7,1,1,1,1,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,102,2022-07-15 08:31:34.687
2022-07-06 19:10:25.263,2022-07-06 19:10:25.840,2022-07-31 10:42:31.143,100,102,102,8206,4322,5268,8206,4322,5268,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,301,301,0,591,1461,0,591,1461,1,2,3,0,23,59,3,21,21,5,0,1,59,57,54,Non applicable,Non applicable,Non applicable,2,1,1,2,0,7,1,1,1,1,1,1,1,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,102,2022-09-30 08:17:06.593
