Target,NumberOfFemales,NumberOfManagers,NumberOfOutsourcers,NumberOfRejections,Value Count,idField_203,idField_3486,idField_3388,idField_3391,idField_3390,idField_3491,idField_3420,idField_3935,idField_47,idField_1602,idField_1604,Value_10,Value_50,Value_30,Value_70,Value_20,Value_100,Value_60,Value_2,Value_40,Value_1,Value_80,Value_90,Actvity ID_last_act1,Task arrival date_last_act1
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,100,2022-07-18 12:39:25.023
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-18 12:47:22.610
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,100,2022-07-18 12:55:21.883
1,0,0,0,0,9,1,1,1,1,0,1,1,0,1,1,1,3,0,0,1,0,1,0,2,1,0,0,0,100,2022-07-18 13:03:23.390
3,0,0,0,0,5,1,1,1,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,100,2022-07-18 13:04:19.770
1,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,100,2022-07-18 13:09:29.793
1,0,0,0,0,8,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,2,0,0,100,2022-07-18 13:30:16.470
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,100,2022-07-18 13:33:15.157
0,0,0,0,0,6,1,1,1,1,1,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,100,2022-07-18 13:43:11.703
1,0,0,0,0,10,1,1,1,1,1,1,1,0,1,1,1,2,1,0,0,1,1,0,2,1,0,1,0,100,2022-07-18 13:54:16.090
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,100,2022-07-18 14:05:57.270
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,100,2022-07-18 14:13:24.150
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,100,2022-07-18 14:29:10.693
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,100,2022-07-18 14:35:09.427
1,0,0,0,0,9,1,1,1,1,0,1,1,0,1,1,1,3,1,1,0,0,1,0,2,0,0,0,0,100,2022-07-18 14:39:34.480
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,100,2022-07-18 14:41:35.973
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,100,2022-07-18 14:45:26.943
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,100,2022-07-18 14:47:17.580
1,0,0,0,0,9,1,1,1,1,0,1,1,0,1,1,1,3,1,1,0,0,1,0,0,0,2,0,0,100,2022-07-18 15:20:46.897
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-18 15:48:51.800
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,100,2022-07-18 15:52:14.517
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,100,2022-07-18 15:54:26.620
1,0,0,0,0,10,1,1,1,1,1,1,1,0,1,1,1,4,0,0,1,0,0,0,0,0,2,2,0,100,2022-07-18 16:06:38.663
1,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,100,2022-07-18 16:25:01.517
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,100,2022-07-18 16:31:16.547
1,0,0,0,0,8,1,1,1,1,0,1,1,0,1,1,0,3,1,1,0,0,0,0,0,0,2,0,0,100,2022-07-18 16:42:03.913
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,100,2022-07-18 16:45:44.167
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,100,2022-07-18 16:50:22.953
1,0,0,0,0,9,1,1,1,1,0,1,1,0,1,1,1,3,0,1,0,1,1,0,2,0,0,0,0,100,2022-07-18 16:52:15.197
0,0,0,0,0,5,1,1,1,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,100,2022-07-18 16:52:27.493
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,100,2022-07-18 16:53:30.797
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,100,2022-07-18 16:53:39.750
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-18 16:55:07.523
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,100,2022-07-18 16:56:00.900
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,100,2022-07-18 16:56:48.343
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,100,2022-07-18 16:57:11.547
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-18 17:07:29.613
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,100,2022-07-18 17:08:30.697
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,100,2022-07-18 17:08:55.090
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,100,2022-07-18 17:09:25.840
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,100,2022-07-18 17:09:43.750
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,100,2022-07-18 17:11:09.253
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,100,2022-07-18 17:11:33.913
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,100,2022-07-18 17:15:06.850
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,100,2022-07-18 17:16:34.970
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,100,2022-07-18 17:20:37.863
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,100,2022-07-18 17:25:15.103
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,100,2022-07-18 17:28:39.713
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,100,2022-07-18 17:30:26.190
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,100,2022-07-18 17:37:01.253
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,100,2022-07-18 17:40:18.283
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,100,2022-07-18 17:42:18.980
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,100,2022-07-18 17:42:28.780
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,100,2022-07-18 17:46:00.873
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,100,2022-07-18 17:47:32.693
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,100,2022-07-18 17:49:01.500
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,100,2022-07-18 17:50:42.973
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,100,2022-07-18 17:50:49.960
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,100,2022-07-18 17:53:35.143
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,100,2022-07-18 17:54:26.413
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,100,2022-07-18 17:55:32.983
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,100,2022-07-18 17:56:40.220
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,100,2022-07-18 17:56:43.927
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,100,2022-07-18 18:00:21.003
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,100,2022-07-18 18:02:24.593
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,100,2022-07-18 18:04:44.650
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,100,2022-07-18 18:09:51.130
0,0,0,0,0,5,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,100,2022-07-18 18:16:27.190
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,100,2022-07-18 18:19:37.863
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,100,2022-07-18 18:21:35.597
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,100,2022-07-18 18:23:09.723
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-18 18:23:40.370
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,100,2022-07-18 18:24:51.603
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,100,2022-07-18 18:24:59.920
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,100,2022-07-18 18:26:08.463
0,0,0,0,0,5,1,1,1,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-18 18:28:19.870
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,100,2022-07-18 18:28:51.153
1,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,100,2022-07-18 18:37:41.050
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,100,2022-07-18 18:41:40.760
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,100,2022-07-18 18:50:50.727
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,100,2022-07-19 08:33:48.450
1,0,0,0,0,8,1,1,1,1,0,1,1,0,1,1,0,3,1,1,0,0,0,0,0,0,2,0,0,100,2022-07-19 08:40:09.670
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-19 08:45:13.833
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,100,2022-07-19 08:46:44.810
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,100,2022-07-19 08:48:51.600
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,100,2022-07-19 08:50:21.263
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,100,2022-07-19 08:53:18.497
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,100,2022-07-19 09:00:00.090
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,100,2022-07-19 09:07:39.660
2,0,0,0,0,8,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,2,0,0,0,1,0,1,0,100,2022-07-19 09:12:15.273
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,100,2022-07-19 09:14:11.237
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,100,2022-07-19 09:15:11.930
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,100,2022-07-19 09:17:17.797
1,0,0,0,0,9,1,1,1,1,1,1,1,0,1,1,0,4,0,0,1,1,0,0,0,0,0,0,0,100,2022-07-19 09:18:23.130
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,100,2022-07-19 09:28:11.520
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,100,2022-07-19 09:30:46.673
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-19 09:37:53.833
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,100,2022-07-19 09:39:17.277
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,100,2022-07-19 09:44:37.320
0,0,0,0,0,6,1,1,1,1,1,0,1,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,100,2022-07-19 09:53:11.687
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,100,2022-07-19 09:58:21.057
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,100,2022-07-19 10:05:38.120
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-19 10:10:09.267
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,100,2022-07-19 10:23:20.563
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,100,2022-07-19 10:28:06.790
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-19 10:40:04.143
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,100,2022-07-19 10:57:18.633
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,100,2022-07-19 10:57:46.853
0,0,0,0,0,6,1,1,1,1,1,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,100,2022-07-19 10:59:29.173
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-19 11:09:59.613
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,100,2022-07-19 11:32:35.580
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,100,2022-07-19 11:34:43.247
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,100,2022-07-19 11:35:21.563
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,100,2022-07-19 11:37:09.570
0,0,0,0,0,6,1,1,1,1,1,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,100,2022-07-19 11:39:06.610
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,100,2022-07-19 11:40:23.103
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,100,2022-07-19 11:44:57.453
1,0,0,0,0,9,1,1,1,1,1,1,1,0,1,1,0,4,1,1,0,0,0,0,0,0,2,0,0,100,2022-07-19 12:00:06.010
1,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,100,2022-07-19 12:12:23.317
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,100,2022-07-19 12:38:19.943
1,0,0,0,0,9,1,1,1,1,0,1,1,0,1,1,1,3,2,1,0,0,0,0,0,0,1,0,0,100,2022-07-19 12:52:13.263
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-19 13:11:30.917
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,100,2022-07-19 13:13:56.397
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,100,2022-07-19 13:31:30.920
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,100,2022-07-19 13:38:02.717
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,100,2022-07-19 13:38:04.153
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,100,2022-07-19 13:41:52.157
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,100,2022-07-19 13:43:09.490
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,100,2022-07-19 13:51:16.980
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-19 14:10:20.900
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,100,2022-07-19 14:17:58.420
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,100,2022-07-19 14:19:23.223
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-19 14:28:07.500
3,0,0,0,0,5,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,100,2022-07-19 14:49:05.740
1,0,0,0,0,9,1,1,1,1,0,1,1,0,1,1,1,3,1,1,0,0,1,0,2,0,0,0,0,100,2022-07-19 15:00:40.123
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,100,2022-07-19 15:01:24.970
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,100,2022-07-19 15:07:10.233
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-19 15:08:28.647
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,100,2022-07-19 15:40:28.530
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,100,2022-07-19 15:43:18.607
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,100,2022-07-19 16:02:39.120
3,0,0,0,0,5,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,100,2022-07-19 16:18:56.073
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-19 16:20:02.530
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,0,1,1,1,0,0,0,1,0,0,0,100,2022-07-19 16:24:37.507
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,100,2022-07-19 16:28:13.523
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,100,2022-07-19 16:31:30.807
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,100,2022-07-19 16:38:02.350
1,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,100,2022-07-19 16:40:23.567
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,100,2022-07-19 16:44:32.290
1,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,100,2022-07-19 16:48:05.773
3,0,0,0,0,5,1,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,100,2022-07-19 16:55:45.623
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,100,2022-07-19 17:01:46.357
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,100,2022-07-19 17:05:06.370
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,100,2022-07-19 17:08:47.983
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-19 17:12:48.423
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,100,2022-07-19 17:14:58.090
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,100,2022-07-19 17:17:03.193
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,100,2022-07-19 17:21:32.183
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,100,2022-07-19 17:24:27.137
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,100,2022-07-19 17:24:56.590
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,100,2022-07-19 17:25:29.000
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,100,2022-07-19 17:32:51.330
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,100,2022-07-19 17:45:38.250
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,100,2022-07-19 17:47:39.213
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0,100,2022-07-19 17:48:36.530
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,100,2022-07-19 17:49:40.600
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,100,2022-07-19 17:52:44.503
1,0,0,0,0,8,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,2,2,0,1,100,2022-07-19 17:55:11.330
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,100,2022-07-19 17:58:43.050
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,100,2022-07-19 18:05:04.860
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,100,2022-07-19 18:25:29.350
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,100,2022-07-19 18:40:24.017
1,0,0,0,0,9,1,1,1,1,0,1,1,0,1,1,1,2,0,1,0,1,1,1,2,0,0,0,0,100,2022-07-20 08:16:46.457
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,100,2022-07-20 08:21:08.227
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-20 08:21:56.010
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-20 08:27:42.743
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,0,100,2022-07-20 09:00:00.477
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,100,2022-07-20 09:00:52.200
3,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,100,2022-07-20 09:02:51.787
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,100,2022-07-20 09:05:18.483
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,100,2022-07-20 09:06:10.910
2,0,0,0,0,6,1,1,1,1,0,1,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,100,2022-07-20 09:08:15.920
3,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,100,2022-07-20 09:11:21.747
2,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,100,2022-07-20 09:42:06.643
